S;k;time
585;16;0.000137
585;17;0.000142
585;18;0.000142
585;19;0.000144
586;0;0.000064
586;1;0.000073
586;2;0.000076
586;3;0.000082
586;4;0.000087
586;5;0.000095
586;6;0.000100
586;7;0.000196
586;8;0.000113
586;9;0.000118
586;10;0.000120
586;11;0.000125
586;12;0.000168
586;13;0.000192
586;14;0.000223
586;15;0.000137
586;16;0.000138
586;17;0.000146
586;18;0.000142
586;19;0.000145
587;0;0.000064
587;1;0.000074
587;2;0.000079
587;3;0.000083
587;4;0.000088
587;5;0.000095
587;6;0.000100
587;7;0.000106
587;8;0.000111
587;9;0.000118
587;10;0.000120
587;11;0.000123
587;12;0.000125
587;13;0.000202
587;14;0.000234
587;15;0.000137
587;16;0.000138
587;17;0.000142
587;18;0.000143
587;19;0.000147
588;0;0.000064
588;1;0.000074
588;2;0.000078
588;3;0.000083
588;4;0.000088
588;5;0.000095
588;6;0.000102
588;7;0.000106
588;8;0.000113
588;9;0.000119
588;10;0.000121
588;11;0.000125
588;12;0.000126
588;13;0.000130
588;14;0.000133
588;15;0.000135
588;16;0.000139
588;17;0.000141
588;18;0.000144
588;19;0.000146
589;0;0.000065
589;1;0.000074
589;2;0.000078
589;3;0.000082
589;4;0.000088
589;5;0.000096
589;6;0.000101
589;7;0.000108
589;8;0.000112
589;9;0.000188
589;10;0.000161
589;11;0.000162
589;12;0.000129
589;13;0.000158
589;14;0.000158
589;15;0.000140
589;16;0.000144
589;17;0.000144
589;18;0.000148
589;19;0.000152
590;0;0.000066
590;1;0.000095
590;2;0.000095
590;3;0.000085
590;4;0.000091
590;5;0.000134
590;6;0.000129
590;7;0.000149
590;8;0.000125
590;9;0.000125
590;10;0.000129
590;11;0.000150
590;12;0.000169
590;13;0.000136
590;14;0.000227
590;15;0.000211
590;16;0.000183
590;17;0.000149
590;18;0.000148
590;19;0.000168
591;0;0.000068
591;1;0.000083
591;2;0.000082
591;3;0.000087
591;4;0.000128
591;5;0.000132
591;6;0.000102
591;7;0.000107
591;8;0.000113
591;9;0.000119
591;10;0.000120
591;11;0.000125
591;12;0.000128
591;13;0.000133
591;14;0.000134
591;15;0.000180
591;16;0.000140
591;17;0.000140
591;18;0.000146
591;19;0.000146
592;0;0.000064
592;1;0.000074
592;2;0.000080
592;3;0.000127
592;4;0.000138
592;5;0.000133
592;6;0.000227
592;7;0.000151
592;8;0.000174
592;9;0.000169
592;10;0.000138
592;11;0.000140
592;12;0.000162
592;13;0.000201
592;14;0.000170
592;15;0.000216
592;16;0.000211
592;17;0.000143
592;18;0.000146
592;19;0.000149
593;0;0.000064
593;1;0.000074
593;2;0.000079
593;3;0.000085
593;4;0.000090
593;5;0.000225
593;6;0.000234
593;7;0.000124
593;8;0.000114
593;9;0.000120
593;10;0.000122
593;11;0.000126
593;12;0.000128
593;13;0.000132
593;14;0.000134
593;15;0.000175
593;16;0.000141
593;17;0.000167
593;18;0.000256
593;19;0.000196
594;0;0.000067
594;1;0.000075
594;2;0.000080
594;3;0.000084
594;4;0.000090
594;5;0.000096
594;6;0.000104
594;7;0.000108
594;8;0.000115
594;9;0.000118
594;10;0.000122
594;11;0.000124
594;12;0.000128
594;13;0.000133
594;14;0.000134
594;15;0.000139
594;16;0.000143
594;17;0.000143
594;18;0.000146
594;19;0.000203
595;0;0.000067
595;1;0.000079
595;2;0.000097
595;3;0.000084
595;4;0.000090
595;5;0.000097
595;6;0.000102
595;7;0.000108
595;8;0.000115
595;9;0.000119
595;10;0.000122
595;11;0.000125
595;12;0.000127
595;13;0.000239
595;14;0.000250
595;15;0.000223
595;16;0.000157
595;17;0.000143
595;18;0.000146
595;19;0.000148
596;0;0.000066
596;1;0.000075
596;2;0.000081
596;3;0.000084
596;4;0.000089
596;5;0.000097
596;6;0.000103
596;7;0.000108
596;8;0.000114
596;9;0.000119
596;10;0.000123
596;11;0.000126
596;12;0.000128
596;13;0.000133
596;14;0.000136
596;15;0.000138
596;16;0.000144
596;17;0.000150
596;18;0.000147
596;19;0.000148
597;0;0.000066
597;1;0.000076
597;2;0.000079
597;3;0.000086
597;4;0.000089
597;5;0.000097
597;6;0.000103
597;7;0.000109
597;8;0.000115
597;9;0.000119
597;10;0.000124
597;11;0.000125
597;12;0.000128
597;13;0.000134
597;14;0.000136
597;15;0.000139
597;16;0.000141
597;17;0.000143
597;18;0.000147
597;19;0.000150
598;0;0.000066
598;1;0.000075
598;2;0.000080
598;3;0.000085
598;4;0.000091
598;5;0.000097
598;6;0.000105
598;7;0.000110
598;8;0.000115
598;9;0.000119
598;10;0.000124
598;11;0.000126
598;12;0.000128
598;13;0.000133
598;14;0.000136
598;15;0.000138
598;16;0.000142
598;17;0.000145
598;18;0.000148
598;19;0.000150
599;0;0.000066
599;1;0.000077
599;2;0.000080
599;3;0.000084
599;4;0.000090
599;5;0.000098
599;6;0.000104
599;7;0.000109
599;8;0.000115
599;9;0.000120
599;10;0.000123
599;11;0.000126
599;12;0.000128
599;13;0.000133
599;14;0.000133
599;15;0.000135
599;16;0.000138
599;17;0.000141
599;18;0.000143
599;19;0.000145
600;0;0.000065
600;1;0.000074
600;2;0.000078
600;3;0.000083
600;4;0.000087
600;5;0.000096
600;6;0.000102
600;7;0.000106
600;8;0.000113
600;9;0.000116
600;10;0.000121
600;11;0.000123
600;12;0.000144
600;13;0.000174
600;14;0.000152
600;15;0.000179
600;16;0.000225
600;17;0.000179
600;18;0.000144
600;19;0.000146
601;0;0.000065
601;1;0.000076
601;2;0.000078
601;3;0.000084
601;4;0.000088
601;5;0.000095
601;6;0.000102
601;7;0.000106
601;8;0.000111
601;9;0.000118
601;10;0.000122
601;11;0.000124
601;12;0.000127
601;13;0.000131
601;14;0.000134
601;15;0.000136
601;16;0.000140
601;17;0.000140
601;18;0.000143
601;19;0.000147
602;0;0.000083
602;1;0.000078
602;2;0.000115
602;3;0.000155
602;4;0.000192
602;5;0.000096
602;6;0.000102
602;7;0.000107
602;8;0.000114
602;9;0.000117
602;10;0.000141
602;11;0.000141
602;12;0.000126
602;13;0.000132
602;14;0.000133
602;15;0.000136
602;16;0.000138
602;17;0.000177
602;18;0.000145
602;19;0.000149
603;0;0.000065
603;1;0.000074
603;2;0.000098
603;3;0.000099
603;4;0.000088
603;5;0.000096
603;6;0.000143
603;7;0.000184
603;8;0.000167
603;9;0.000135
603;10;0.000122
603;11;0.000159
603;12;0.000127
603;13;0.000145
603;14;0.000137
603;15;0.000139
603;16;0.000142
603;17;0.000146
603;18;0.000147
603;19;0.000152
604;0;0.000068
604;1;0.000076
604;2;0.000080
604;3;0.000086
604;4;0.000127
604;5;0.000098
604;6;0.000104
604;7;0.000110
604;8;0.000155
604;9;0.000124
604;10;0.000224
604;11;0.000145
604;12;0.000129
604;13;0.000135
604;14;0.000137
604;15;0.000139
604;16;0.000142
604;17;0.000149
604;18;0.000147
604;19;0.000151
605;0;0.000066
605;1;0.000076
605;2;0.000080
605;3;0.000085
605;4;0.000091
605;5;0.000098
605;6;0.000105
605;7;0.000110
605;8;0.000115
605;9;0.000121
605;10;0.000124
605;11;0.000126
605;12;0.000130
605;13;0.000135
605;14;0.000137
605;15;0.000141
605;16;0.000143
605;17;0.000144
605;18;0.000149
605;19;0.000150
606;0;0.000066
606;1;0.000076
606;2;0.000081
606;3;0.000084
606;4;0.000092
606;5;0.000098
606;6;0.000104
606;7;0.000109
606;8;0.000115
606;9;0.000120
606;10;0.000124
606;11;0.000127
606;12;0.000130
606;13;0.000135
606;14;0.000137
606;15;0.000140
606;16;0.000143
606;17;0.000144
606;18;0.000148
606;19;0.000151
607;0;0.000069
607;1;0.000077
607;2;0.000081
607;3;0.000086
607;4;0.000092
607;5;0.000098
607;6;0.000104
607;7;0.000110
607;8;0.000116
607;9;0.000120
607;10;0.000124
607;11;0.000128
607;12;0.000174
607;13;0.000136
607;14;0.000137
607;15;0.000141
607;16;0.000144
607;17;0.000146
607;18;0.000148
607;19;0.000151
608;0;0.000066
608;1;0.000076
608;2;0.000081
608;3;0.000086
608;4;0.000092
608;5;0.000098
608;6;0.000105
608;7;0.000110
608;8;0.000116
608;9;0.000121
608;10;0.000124
608;11;0.000127
608;12;0.000130
608;13;0.000136
608;14;0.000138
608;15;0.000141
608;16;0.000144
608;17;0.000145
608;18;0.000148
608;19;0.000152
609;0;0.000067
609;1;0.000076
609;2;0.000081
609;3;0.000086
609;4;0.000092
609;5;0.000099
609;6;0.000105
609;7;0.000166
609;8;0.000116
609;9;0.000121
609;10;0.000124
609;11;0.000127
609;12;0.000131
609;13;0.000135
609;14;0.000139
609;15;0.000141
609;16;0.000144
609;17;0.000145
609;18;0.000148
609;19;0.000152
610;0;0.000067
610;1;0.000077
610;2;0.000082
610;3;0.000087
610;4;0.000091
610;5;0.000099
610;6;0.000105
610;7;0.000111
610;8;0.000117
610;9;0.000121
610;10;0.000126
610;11;0.000127
610;12;0.000134
610;13;0.000135
610;14;0.000139
610;15;0.000141
610;16;0.000144
610;17;0.000145
610;18;0.000148
610;19;0.000151
611;0;0.000067
611;1;0.000077
611;2;0.000081
611;3;0.000085
611;4;0.000091
611;5;0.000099
611;6;0.000105
611;7;0.000110
611;8;0.000117
611;9;0.000122
611;10;0.000125
611;11;0.000128
611;12;0.000132
611;13;0.000136
611;14;0.000140
611;15;0.000141
611;16;0.000144
611;17;0.000145
611;18;0.000149
611;19;0.000163
612;0;0.000065
612;1;0.000076
612;2;0.000079
612;3;0.000084
612;4;0.000089
612;5;0.000096
612;6;0.000103
612;7;0.000109
612;8;0.000115
612;9;0.000118
612;10;0.000122
612;11;0.000125
612;12;0.000128
612;13;0.000132
612;14;0.000135
612;15;0.000139
612;16;0.000140
612;17;0.000144
612;18;0.000145
612;19;0.000148
613;0;0.000066
613;1;0.000076
613;2;0.000081
613;3;0.000084
613;4;0.000091
613;5;0.000097
613;6;0.000103
613;7;0.000109
613;8;0.000114
613;9;0.000120
613;10;0.000122
613;11;0.000126
613;12;0.000127
613;13;0.000133
613;14;0.000135
613;15;0.000138
613;16;0.000141
613;17;0.000145
613;18;0.000146
613;19;0.000149
614;0;0.000066
614;1;0.000075
614;2;0.000080
614;3;0.000084
614;4;0.000090
614;5;0.000097
614;6;0.000103
614;7;0.000108
614;8;0.000183
614;9;0.000120
614;10;0.000123
614;11;0.000126
614;12;0.000128
614;13;0.000133
614;14;0.000136
614;15;0.000139
614;16;0.000141
614;17;0.000177
614;18;0.000146
614;19;0.000149
615;0;0.000066
615;1;0.000077
615;2;0.000079
615;3;0.000085
615;4;0.000090
615;5;0.000097
615;6;0.000103
615;7;0.000108
615;8;0.000135
615;9;0.000225
615;10;0.000124
615;11;0.000125
615;12;0.000129
615;13;0.000133
615;14;0.000135
615;15;0.000140
615;16;0.000141
615;17;0.000145
615;18;0.000147
615;19;0.000149
616;0;0.000066
616;1;0.000075
616;2;0.000079
616;3;0.000085
616;4;0.000091
616;5;0.000097
616;6;0.000103
616;7;0.000109
616;8;0.000114
616;9;0.000120
616;10;0.000123
616;11;0.000161
616;12;0.000128
616;13;0.000133
616;14;0.000136
616;15;0.000139
616;16;0.000142
616;17;0.000144
616;18;0.000147
616;19;0.000149
617;0;0.000067
617;1;0.000076
617;2;0.000079
617;3;0.000085
617;4;0.000090
617;5;0.000099
617;6;0.000104
617;7;0.000110
617;8;0.000115
617;9;0.000120
617;10;0.000123
617;11;0.000126
617;12;0.000130
617;13;0.000134
617;14;0.000138
617;15;0.000139
617;16;0.000142
617;17;0.000149
617;18;0.000147
617;19;0.000150
618;0;0.000066
618;1;0.000076
618;2;0.000080
618;3;0.000086
618;4;0.000090
618;5;0.000097
618;6;0.000104
618;7;0.000110
618;8;0.000115
618;9;0.000120
618;10;0.000125
618;11;0.000126
618;12;0.000129
618;13;0.000134
618;14;0.000137
618;15;0.000140
618;16;0.000142
618;17;0.000145
618;18;0.000147
618;19;0.000220
619;0;0.000066
619;1;0.000076
619;2;0.000081
619;3;0.000085
619;4;0.000091
619;5;0.000098
619;6;0.000105
619;7;0.000110
619;8;0.000115
619;9;0.000121
619;10;0.000124
619;11;0.000127
619;12;0.000129
619;13;0.000135
619;14;0.000140
619;15;0.000141
619;16;0.000143
619;17;0.000144
619;18;0.000147
619;19;0.000150
620;0;0.000066
620;1;0.000077
620;2;0.000080
620;3;0.000086
620;4;0.000090
620;5;0.000098
620;6;0.000104
620;7;0.000109
620;8;0.000116
620;9;0.000120
620;10;0.000125
620;11;0.000127
620;12;0.000129
620;13;0.000135
620;14;0.000138
620;15;0.000141
620;16;0.000142
620;17;0.000145
620;18;0.000147
620;19;0.000150
621;0;0.000067
621;1;0.000077
621;2;0.000081
621;3;0.000086
621;4;0.000092
621;5;0.000098
621;6;0.000104
621;7;0.000110
621;8;0.000149
621;9;0.000121
621;10;0.000124
621;11;0.000128
621;12;0.000130
621;13;0.000136
621;14;0.000137
621;15;0.000140
621;16;0.000143
621;17;0.000147
621;18;0.000148
621;19;0.000151
622;0;0.000067
622;1;0.000077
622;2;0.000081
622;3;0.000087
622;4;0.000091
622;5;0.000099
622;6;0.000104
622;7;0.000110
622;8;0.000116
622;9;0.000121
622;10;0.000126
622;11;0.000127
622;12;0.000130
622;13;0.000135
622;14;0.000137
622;15;0.000141
622;16;0.000144
622;17;0.000146
622;18;0.000148
622;19;0.000220
623;0;0.000067
623;1;0.000077
623;2;0.000080
623;3;0.000085
623;4;0.000092
623;5;0.000098
623;6;0.000105
623;7;0.000110
623;8;0.000116
623;9;0.000121
623;10;0.000125
623;11;0.000128
623;12;0.000236
623;13;0.000134
623;14;0.000139
623;15;0.000140
623;16;0.000146
623;17;0.000145
623;18;0.000148
623;19;0.000151
624;0;0.000067
624;1;0.000077
624;2;0.000081
624;3;0.000085
624;4;0.000092
624;5;0.000098
624;6;0.000106
624;7;0.000110
624;8;0.000116
624;9;0.000123
624;10;0.000125
624;11;0.000129
624;12;0.000131
624;13;0.000135
624;14;0.000138
624;15;0.000141
624;16;0.000180
624;17;0.000146
624;18;0.000150
624;19;0.000152
625;0;0.000068
625;1;0.000076
625;2;0.000081
625;3;0.000086
625;4;0.000091
625;5;0.000099
625;6;0.000104
625;7;0.000111
625;8;0.000116
625;9;0.000122
625;10;0.000126
625;11;0.000128
625;12;0.000131
625;13;0.000135
625;14;0.000139
625;15;0.000141
625;16;0.000144
625;17;0.000148
625;18;0.000148
625;19;0.000151
626;0;0.000067
626;1;0.000077
626;2;0.000081
626;3;0.000086
626;4;0.000092
626;5;0.000098
626;6;0.000105
626;7;0.000110
626;8;0.000116
626;9;0.000122
626;10;0.000125
626;11;0.000129
626;12;0.000131
626;13;0.000135
626;14;0.000138
626;15;0.000141
626;16;0.000145
626;17;0.000146
626;18;0.000150
626;19;0.000152
627;0;0.000068
627;1;0.000077
627;2;0.000082
627;3;0.000086
627;4;0.000091
627;5;0.000099
627;6;0.000104
627;7;0.000112
627;8;0.000116
627;9;0.000121
627;10;0.000126
627;11;0.000129
627;12;0.000131
627;13;0.000136
627;14;0.000140
627;15;0.000142
627;16;0.000146
627;17;0.000147
627;18;0.000184
627;19;0.000261
628;0;0.000067
628;1;0.000077
628;2;0.000082
628;3;0.000086
628;4;0.000092
628;5;0.000153
628;6;0.000105
628;7;0.000111
628;8;0.000118
628;9;0.000122
628;10;0.000126
628;11;0.000129
628;12;0.000132
628;13;0.000136
628;14;0.000139
628;15;0.000143
628;16;0.000146
628;17;0.000148
628;18;0.000149
628;19;0.000152
629;0;0.000067
629;1;0.000077
629;2;0.000083
629;3;0.000086
629;4;0.000093
629;5;0.000100
629;6;0.000106
629;7;0.000111
629;8;0.000117
629;9;0.000123
629;10;0.000126
629;11;0.000130
629;12;0.000132
629;13;0.000136
629;14;0.000139
629;15;0.000142
629;16;0.000145
629;17;0.000146
629;18;0.000150
629;19;0.000155
630;0;0.000067
630;1;0.000078
630;2;0.000082
630;3;0.000086
630;4;0.000093
630;5;0.000099
630;6;0.000107
630;7;0.000111
630;8;0.000117
630;9;0.000123
630;10;0.000127
630;11;0.000129
630;12;0.000132
630;13;0.000207
630;14;0.000139
630;15;0.000143
630;16;0.000145
630;17;0.000147
630;18;0.000150
630;19;0.000153
631;0;0.000068
631;1;0.000077
631;2;0.000083
631;3;0.000087
631;4;0.000092
631;5;0.000100
631;6;0.000106
631;7;0.000112
631;8;0.000117
631;9;0.000124
631;10;0.000127
631;11;0.000129
631;12;0.000132
631;13;0.000137
631;14;0.000140
631;15;0.000142
631;16;0.000147
631;17;0.000147
631;18;0.000150
631;19;0.000153
632;0;0.000067
632;1;0.000077
632;2;0.000083
632;3;0.000087
632;4;0.000092
632;5;0.000100
632;6;0.000107
632;7;0.000111
632;8;0.000118
632;9;0.000123
632;10;0.000126
632;11;0.000129
632;12;0.000132
632;13;0.000137
632;14;0.000139
632;15;0.000144
632;16;0.000145
632;17;0.000148
632;18;0.000151
632;19;0.000153
633;0;0.000068
633;1;0.000078
633;2;0.000083
633;3;0.000087
633;4;0.000093
633;5;0.000101
633;6;0.000106
633;7;0.000112
633;8;0.000118
633;9;0.000125
633;10;0.000129
633;11;0.000131
633;12;0.000132
633;13;0.000137
633;14;0.000140
633;15;0.000143
633;16;0.000145
633;17;0.000148
633;18;0.000151
633;19;0.000154
634;0;0.000069
634;1;0.000077
634;2;0.000082
634;3;0.000087
634;4;0.000092
634;5;0.000101
634;6;0.000105
634;7;0.000113
634;8;0.000117
634;9;0.000124
634;10;0.000128
634;11;0.000130
634;12;0.000134
634;13;0.000137
634;14;0.000141
634;15;0.000143
634;16;0.000146
634;17;0.000149
634;18;0.000151
634;19;0.000153
635;0;0.000068
635;1;0.000077
635;2;0.000082
635;3;0.000140
635;4;0.000128
635;5;0.000100
635;6;0.000107
635;7;0.000112
635;8;0.000118
635;9;0.000124
635;10;0.000127
635;11;0.000131
635;12;0.000133
635;13;0.000139
635;14;0.000140
635;15;0.000144
635;16;0.000147
635;17;0.000149
635;18;0.000151
635;19;0.000154
636;0;0.000069
636;1;0.000078
636;2;0.000082
636;3;0.000087
636;4;0.000092
636;5;0.000100
636;6;0.000108
636;7;0.000112
636;8;0.000119
636;9;0.000123
636;10;0.000128
636;11;0.000130
636;12;0.000133
636;13;0.000137
636;14;0.000141
636;15;0.000143
636;16;0.000146
636;17;0.000149
636;18;0.000151
636;19;0.000155
637;0;0.000068
637;1;0.000078
637;2;0.000082
637;3;0.000087
637;4;0.000094
637;5;0.000101
637;6;0.000107
637;7;0.000114
637;8;0.000119
637;9;0.000124
637;10;0.000128
637;11;0.000131
637;12;0.000134
637;13;0.000138
637;14;0.000141
637;15;0.000145
637;16;0.000147
637;17;0.000149
637;18;0.000154
637;19;0.000154
638;0;0.000068
638;1;0.000078
638;2;0.000084
638;3;0.000088
638;4;0.000093
638;5;0.000101
638;6;0.000107
638;7;0.000112
638;8;0.000118
638;9;0.000126
638;10;0.000128
638;11;0.000132
638;12;0.000133
638;13;0.000138
638;14;0.000141
638;15;0.000144
638;16;0.000147
638;17;0.000151
638;18;0.000151
638;19;0.000155
639;0;0.000068
639;1;0.000079
639;2;0.000083
639;3;0.000088
639;4;0.000093
639;5;0.000101
639;6;0.000107
639;7;0.000113
639;8;0.000119
639;9;0.000124
639;10;0.000129
639;11;0.000131
639;12;0.000134
639;13;0.000138
639;14;0.000141
639;15;0.000144
639;16;0.000147
639;17;0.000150
639;18;0.000152
639;19;0.000156
640;0;0.000069
640;1;0.000079
640;2;0.000082
640;3;0.000088
640;4;0.000095
640;5;0.000101
640;6;0.000108
640;7;0.000113
640;8;0.000119
640;9;0.000125
640;10;0.000128
640;11;0.000131
640;12;0.000134
640;13;0.000139
640;14;0.000143
640;15;0.000145
640;16;0.000148
640;17;0.000149
640;18;0.000152
640;19;0.000155
641;0;0.000068
641;1;0.000080
641;2;0.000083
641;3;0.000088
641;4;0.000094
641;5;0.000101
641;6;0.000108
641;7;0.000113
641;8;0.000120
641;9;0.000125
641;10;0.000129
641;11;0.000131
641;12;0.000135
641;13;0.000139
641;14;0.000142
641;15;0.000146
641;16;0.000148
641;17;0.000151
641;18;0.000153
641;19;0.000189
642;0;0.000069
642;1;0.000079
642;2;0.000083
642;3;0.000088
642;4;0.000094
642;5;0.000102
642;6;0.000107
642;7;0.000113
642;8;0.000120
642;9;0.000125
642;10;0.000147
642;11;0.000164
642;12;0.000137
642;13;0.000140
642;14;0.000142
642;15;0.000145
642;16;0.000148
642;17;0.000151
642;18;0.000153
642;19;0.000156
643;0;0.000069
643;1;0.000079
643;2;0.000084
643;3;0.000088
643;4;0.000094
643;5;0.000102
643;6;0.000107
643;7;0.000115
643;8;0.000120
643;9;0.000126
643;10;0.000129
643;11;0.000132
643;12;0.000135
643;13;0.000139
643;14;0.000142
643;15;0.000145
643;16;0.000149
643;17;0.000150
643;18;0.000154
643;19;0.000156
644;0;0.000069
644;1;0.000079
644;2;0.000084
644;3;0.000090
644;4;0.000094
644;5;0.000101
644;6;0.000108
644;7;0.000113
644;8;0.000120
644;9;0.000126
644;10;0.000131
644;11;0.000132
644;12;0.000135
644;13;0.000141
644;14;0.000143
644;15;0.000146
644;16;0.000149
644;17;0.000150
644;18;0.000153
644;19;0.000156
645;0;0.000170
645;1;0.000178
645;2;0.000168
645;3;0.000089
645;4;0.000165
645;5;0.000140
645;6;0.000139
645;7;0.000131
645;8;0.000192
645;9;0.000175
645;10;0.000128
645;11;0.000131
645;12;0.000171
645;13;0.000212
645;14;0.000245
645;15;0.000179
645;16;0.000268
645;17;0.000237
645;18;0.000204
645;19;0.000160
646;0;0.000070
646;1;0.000115
646;2;0.000086
646;3;0.000090
646;4;0.000095
646;5;0.000104
646;6;0.000163
646;7;0.000168
646;8;0.000140
646;9;0.000165
646;10;0.000150
646;11;0.000205
646;12;0.000174
646;13;0.000214
646;14;0.000147
646;15;0.000151
646;16;0.000241
646;17;0.000192
646;18;0.000223
646;19;0.000190
647;0;0.000088
647;1;0.000081
647;2;0.000193
647;3;0.000144
647;4;0.000100
647;5;0.000167
647;6;0.000202
647;7;0.000192
647;8;0.000145
647;9;0.000201
647;10;0.000193
647;11;0.000145
647;12;0.000205
647;13;0.000229
647;14;0.000262
647;15;0.000200
647;16;0.000189
647;17;0.000156
647;18;0.000160
647;19;0.000164
648;0;0.000071
648;1;0.000082
648;2;0.000186
648;3;0.000092
648;4;0.000099
648;5;0.000122
648;6;0.000127
648;7;0.000118
648;8;0.000125
648;9;0.000130
648;10;0.000165
648;11;0.000137
648;12;0.000141
648;13;0.000183
648;14;0.000258
648;15;0.000152
648;16;0.000196
648;17;0.000176
648;18;0.000220
648;19;0.000182
649;0;0.000087
649;1;0.000117
649;2;0.000086
649;3;0.000091
649;4;0.000097
649;5;0.000106
649;6;0.000112
649;7;0.000118
649;8;0.000123
649;9;0.000130
649;10;0.000134
649;11;0.000137
649;12;0.000141
649;13;0.000145
649;14;0.000149
649;15;0.000151
649;16;0.000154
649;17;0.000161
649;18;0.000159
649;19;0.000163
650;0;0.000071
650;1;0.000081
650;2;0.000086
650;3;0.000091
650;4;0.000098
650;5;0.000105
650;6;0.000113
650;7;0.000117
650;8;0.000124
650;9;0.000130
650;10;0.000134
650;11;0.000137
650;12;0.000140
650;13;0.000145
650;14;0.000213
650;15;0.000216
650;16;0.000262
650;17;0.000163
650;18;0.000201
650;19;0.000162
651;0;0.000070
651;1;0.000081
651;2;0.000086
651;3;0.000091
651;4;0.000096
651;5;0.000105
651;6;0.000113
651;7;0.000118
651;8;0.000125
651;9;0.000129
651;10;0.000133
651;11;0.000136
651;12;0.000139
651;13;0.000144
651;14;0.000147
651;15;0.000151
651;16;0.000153
651;17;0.000158
651;18;0.000161
651;19;0.000162
652;0;0.000070
652;1;0.000081
652;2;0.000086
652;3;0.000091
652;4;0.000096
652;5;0.000105
652;6;0.000112
652;7;0.000117
652;8;0.000123
652;9;0.000130
652;10;0.000133
652;11;0.000137
652;12;0.000140
652;13;0.000145
652;14;0.000147
652;15;0.000151
652;16;0.000154
652;17;0.000155
652;18;0.000158
652;19;0.000161
653;0;0.000071
653;1;0.000110
653;2;0.000163
653;3;0.000136
653;4;0.000168
653;5;0.000153
